Time, Date, Hour, Minute, Seconds,Altitude, Speed(knots), Latitude(Deg), Longitude(Deg), Sat#,Temp0(C), Pressure0(Hg), Altitude0(m),Temp1(C), Pressure1(Pa), Altitude1(m),Temp2(C), Pressure2(Pa), Altitude2(m),AvgAltitude(m),Gas1Voltage(V),Gas2Voltage(V)
1023,5-Jan,4,59,43,0,0,0,0,0,23.5625,1921.5,480.3125,25.88,95619.3594,490.7734,25.53,95765.5781,478.0242,482.945,0.0965,0.0419
3511,5-Jan,4,59,45,0,0,0,0,0,23.625,1920,480.375,25.95,95623.5,490.4122,25.6,95763.5234,478.2027,483.0303,0.1197,0.029
6592,5-Jan,4,59,48,0,0,0,0,0,23.625,1922.5,480.625,25.98,95620.3281,490.6885,25.64,95768.6406,477.7573,483.0714,0.127,0.0524
9670,5-Jan,4,59,52,0,0,0,0,0,23.625,1923,480.3125,26.01,95621.4766,490.5883,25.66,95766.6094,477.9342,482.8526,0.1368,0.5383
12748,11-Jan,9,15,51,0,0,0,0,0,23.625,1924,480.625,26.03,95624.7266,490.3052,25.69,95768.0313,477.8105,482.8357,0.1477,0.8147
15826,11-Jan,9,15,54,0,0,0,0,0,23.625,1922.5,480.5,26.06,95626.4609,490.1539,25.72,95769.7031,477.5719,482.9106,0.1661,0.1708
18907,11-Jan,9,15,57,0,0,0,0,0,23.625,1924.25,480.9375,26.09,95625.4453,490.2425,25.75,95766.2422,477.9663,483.0006,0.1624,0.2111
21985,11-Jan,9,16,0,0,0,0,0,0,23.6875,1923.25,481.125,26.11,95627.2031,490.0891,25.77,95766.4375,477.9495,482.893,0.1685,0.0685
25073,11-Jan,9,16,4,0,0,0,0,0,23.6875,1925.25,480.875,26.14,95629.5625,489.8829,25.81,95770.4766,477.5972,482.9465,0.1844,0.1547
28154,11-Jan,9,16,7,0,0,0,0,0,23.6875,1924.25,481.0625,26.17,95631.1094,489.7485,25.83,95769.7188,477.663,483.0441,0.1795,0.3973
31232,11-Jan,9,16,10,0,0,0,0,0,23.75,1924.25,481,26.19,95630.3594,489.8139,25.84,95768.7656,477.7462,483.1327,0.1844,0.245
34310,11-Jan,9,16,13,0,0,0,0,0,23.75,1924.25,481.375,26.22,95629.5156,489.8871,25.87,95769.9219,477.6456,482.8612,0.1966,0.0572
37391,11-Jan,9,16,16,0,0,0,0,0,23.75,1925.75,481.9375,26.24,95629.1094,489.923,25.9,95768.5,477.7694,482.9422,0.1868,0.3385
40469,29-Mar,9,16,19,0,0,0,0,0,23.75,1925.5,481.75,26.26,95629.2344,489.9119,25.91,95771.5625,477.5024,483.0772,0.1893,0.2458
43547,29-Mar,9,16,22,0,0,0,0,0,23.75,1927,481.4375,26.3,95627.3906,490.0727,25.92,95769.9219,477.6456,483.0722,0.1941,0.6382
46628,29-Mar,9,16,25,0,0,0,0,0,23.75,1926.25,481.75,26.31,95628.4531,489.9799,25.93,95772.9375,477.3829,483.1468,0.1966,0.6922
49706,29-Mar,9,16,28,0,0,0,0,0,23.75,1925.75,481.625,26.33,95625.9922,490.1945,25.95,95773.6406,477.3218,482.9664,0.1929,0.2675
52784,29-Mar,9,16,31,0,0,0,0,0,23.75,1926.25,481.8125,26.37,95632.1406,489.6584,25.97,95771.0781,477.5451,482.7399,0.199,0.776
55872,29-Mar,9,16,34,0,0,0,0,0,23.8125,1926.25,481.875,26.41,95630.8125,489.7744,25.98,95772.9063,477.3855,483.0669,0.21,0.6858
58943,29-Mar,9,16,37,0,0,0,0,0,23.8125,1927.5,481.75,26.43,95632.6563,489.6136,25.99,95771.0469,477.5477,483.1196,0.2015,0.6681
62031,29-Mar,9,16,40,0,0,0,0,0,23.8125,1928.75,482,26.46,95629.1719,489.9172,26.01,95769.2969,477.6999,483.0087,0.2027,0.8018
65109,29-Mar,9,16,43,0,0,0,0,0,23.8125,1927.5,482,26.48,95631.75,489.5819,26.05,95772.0469,477.4603,483.1208,0.21,0.6729
68190,29-Mar,9,16,46,0,0,0,0,0,23.8125,1929.75,482.375,26.51,95628.7969,489.9499,26.07,95771.375,477.5187,483.2159,0.2027,0.05
71268,29-Mar,9,16,50,0,0,0,0,0,23.875,1930,482.1875,26.54,95626.3672,490.1618,26.07,95768.5781,477.7625,483.3466,0.2027,0.2063
74346,29-Mar,9,16,53,0,0,0,0,0,23.875,1930,482.5,26.55,95625.6406,490.2256,26.09,95768.5078,477.7688,483.5981,0.1978,0.1048
77427,29-Mar,9,16,56,0,0,0,0,0,23.875,1931.75,482.5,26.57,95629.0313,489.9299,26.1,95766.0313,477.9842,483.5176,0.1966,0.0798
80505,29-Mar,9,16,59,0,0,0,0,0,23.875,1930,482.6875,26.6,95627.6328,490.0516,26.11,95768.1406,477.801,483.4159,0.2002,0.8083
83583,29-Mar,9,17,2,0,0.62,0,0,3,23.875,1930,482.9375,26.61,95623.7031,490.3943,26.11,95762.8828,478.2585,483.8503,0.199,0.5488
86661,29-Mar,9,17,5,177.8,0.34,32.8354,-112.1155,3,23.875,1932.25,483,26.63,95625.4375,490.243,26.14,95767.7188,477.8373,483.4742,0.2076,0.0371
89742,29-Mar,9,17,8,177.8,0.19,32.8354,-112.1155,3,23.9375,1930.75,482.8125,26.64,95629.3047,489.9061,26.14,95770.2344,477.6183,483.5457,0.1954,0.7382
92820,29-Mar,9,17,11,177.8,0.06,32.8354,-112.1155,3,23.9375,1930,483.0625,26.66,95629.0156,489.9309,26.14,95769.5,477.682,483.5599,0.1929,0.0411
95898,29-Mar,9,17,14,177.8,0.26,32.8354,-112.1155,3,23.9375,1931.75,482.9375,26.67,95629.0156,489.9309,26.15,95768.5313,477.7667,483.5032,0.2002,0.8002
98979,29-Mar,9,17,18,177.8,0.37,32.8354,-112.1155,3,23.9375,1933.5,482.875,26.68,95630.1563,489.8313,26.16,95770.1797,477.623,483.5366,0.1905,0.0371
102057,29-Mar,9,17,21,177.8,0.09,32.8354,-112.1155,21,23.9375,1931,483.1875,26.7,95627.0156,490.1054,26.17,95768.0938,477.8052,483.6587,0.188,0.0387
105145,29-Mar,9,17,24,177.8,0.19,32.8354,-112.1155,3,23.9375,1931.25,482.8125,26.7,95627.4609,490.0669,26.17,95765.4688,478.0337,483.595,0.1966,0.0709
108216,29-Mar,9,17,27,17,0.32,32.8354,-112.1155,3,23.9375,1931.75,483.0625,26.72,95627.8125,490.0358,26.17,95767.5313,477.8542,483.4514,0.1856,0.1644
111304,29-Mar,9,17,30,177.8,0.14,32.8354,-112.1155,3,24,1932,483,26.73,95628.4531,489.9799,26.18,95767.9688,477.8157,483.6165,0.1844,0.1499
114382,29-Mar,9,17,33,177.8,0.17,32.8354,-112.1155,3,24,1931.25,482.8125,26.74,95627.4609,490.0669,26.18,95767.6406,477.8447,483.6187,0.1978,0.0314
117463,29-Mar,9,17,36,177.8,0.24,32.8353,-112.1155,3,24,1933,483.0625,26.74,95626.4375,490.1555,26.19,95767.4531,477.8605,483.6042,0.1868,0.5665
120541,29-Mar,9,17,39,177.8,0.13,32.8354,-112.1155,3,24,1932,482.8125,26.76,95625.9375,490.1992,26.19,95766.8906,477.91,483.5725,0.1844,0.7164
123619,29-Mar,9,17,42,177.8,0.19,32.8354,-112.1155,3,24.0625,1931.25,482.625,26.79,95626.2578,490.1718,26.2,95765.9922,477.9879,483.6655,0.1832,0.0387
126700,29-Mar,9,17,45,177.8,0.32,32.8354,-112.1155,3,24.0625,1931.5,483,26.8,95626.4375,490.1555,26.21,95767.1406,477.8878,483.453,0.1832,0.0532
129778,29-Mar,9,17,48,180.6,1.21,32.8355,-112.1155,4,24.0625,1931.25,483.25,26.81,95628.75,489.9541,26.22,95769.3125,477.6988,483.5204,0.177,0.6052
132856,29-Mar,9,17,51,180.7,0.83,32.8355,-112.1155,4,24.0625,1932.25,483.0625,26.83,95629.4531,489.8924,26.22,95768.0313,477.8105,483.7477,0.1746,0.0806
135934,29-Mar,9,17,52,180.7,0.84,32.8355,-112.1155,4,24.0625,1931.75,483,26.84,95624.3516,490.3379,26.24,95766.1094,477.9779,483.6237,0.1819,0.0306
139015,29-Mar,9,17,58,182.1,0.11,32.8355,-112.1153,6,24.0625,1931.75,483.1875,26.85,95626.7813,490.126,26.24,95768.2266,477.7936,483.6989,0.1709,0.7188
142093,29-Mar,9,18,1,182.5,0.28,32.8356,-112.1152,6,24.125,1931.75,483.25,26.87,95626.6406,490.1381,26.25,95766.1563,477.9737,483.7631,0.1697,0.382
145171,29-Mar,9,18,4,183.6,0.17,32.8357,-112.1152,6,24.125,1932.25,483.1875,26.89,95626.9297,490.1128,26.25,95769.1563,477.712,483.7571,0.177,0.8107
148252,29-Mar,9,18,7,184.7,0.24,32.8358,-112.1152,6,24.125,1932.75,483.4375,26.9,95629.7422,489.8676,26.26,95768.4219,477.7762,483.6281,0.1685,0.7027
151330,29-Mar,9,18,10,186.1,0.15,32.8358,-112.1152,6,24.125,1931.75,482.8125,26.92,95627.1563,490.0933,26.26,95768.1719,477.7983,483.5497,0.1673,0.4207
154408,29-Mar,9,18,13,187.8,0.25,32.8359,-112.1151,6,24.125,1932.5,483.25,26.93,95625.7266,490.2177,26.27,95770.9531,477.5556,483.6241,0.1734,0.7237
157489,29-Mar,9,18,16,189.6,0.08,32.8359,-112.1151,6,24.125,1933.25,483.4375,26.95,95629.6484,489.8755,26.28,95766.75,477.9221,483.8434,0.1636,0.0798
160567,29-Mar,9,18,19,191.4,0.1,32.8359,-112.1151,6,24.125,1934,483.1875,26.97,95627.2734,490.0833,26.29,95764.7344,478.0974,483.8896,0.1661,0.2837
163655,29-Mar,9,18,22,193.1,0.12,32.836,-112.1151,6,24.1875,1932.25,483.125,26.99,95629.0938,489.9241,26.3,95763.5938,478.1969,483.5392,0.1758,0.0177
166726,29-Mar,9,18,25,194.7,0.24,32.836,-112.115,6,24.1875,1932.75,483.125,27,95631.0469,489.7538,26.3,95767.5625,477.8515,483.6539,0.1636,0.6415
169804,29-Mar,9,18,28,195.6,0.15,32.836,-112.1151,6,24.1875,1933,483.375,27.02,95625.25,490.2593,26.32,95763.9609,478.1653,483.5933,0.1587,0.5528
172892,29-Mar,9,18,31,196.8,0.34,32.8359,-112.1151,6,24.1875,1933,482.9375,27.04,95626.5938,490.1423,26.33,95765.6875,478.0147,483.7855,0.1648,0.0395
175963,29-Mar,9,18,35,200.4,0.36,32.8359,-112.1151,6,24.25,1932.25,483.0625,27.06,95626.8828,490.1175,26.34,95766,477.9874,483.7451,0.1563,0.8026
179051,29-Mar,9,18,38,200.9,0.22,32.8359,-112.1151,6,24.25,1933,483.375,27.09,95629.6641,489.8745,26.36,95766.7031,477.9258,483.5655,0.1526,0.5899
182129,29-Mar,9,18,39,202.5,0.21,32.8359,-112.1151,6,24.25,1933.25,483.5,27.1,95626.7344,490.1302,26.36,95764.9063,478.0827,483.755,0.16,0.4223
185210,29-Mar,9,18,44,0,0.07,32.8359,-112.1151,6,24.25,1931.25,482.875,27.13,95627.8984,490.0284,26.38,95765.6719,478.0158,483.5877,0.1514,0.7511
188288,29-Mar,9,18,47,205.8,0.24,32.8359,-112.1151,6,24.25,1931.75,483.25,27.15,95628.2188,490.0005,26.39,95764.7031,478.1,483.5394,0.1502,0.2015
191366,29-Mar,9,18,50,207.9,0.17,32.8359,-112.1151,6,24.25,1933.25,482.6875,27.17,95627.9219,490.0263,26.4,95765.1406,478.0621,483.7331,0.1477,0.4658
194444,29-Mar,9,18,53,209.7,0.13,32.8359,-112.1151,6,24.3125,1931.75,482.9375,27.19,95623.7578,490.3901,26.42,95767.6875,477.8399,483.7066,0.149,0.5375
197520,29-Mar,9,18,56,211.2,0.09,32.836,-112.115,6,24.3125,1932.25,482.8125,27.21,95630.2578,489.8228,26.43,95767.625,477.8457,483.6349,0.149,0.2796
200598,29-Mar,9,18,59,213.2,0.19,32.836,-112.115,6,24.3125,1932.75,483.1875,27.24,95631.9531,489.6747,26.44,95763.7422,478.1838,483.6831,0.149,0.1177
203676,29-Mar,9,19,2,214.9,0.02,32.836,-112.115,6,24.375,1930.25,483.125,27.27,95629.1641,489.9183,26.46,95766.7266,477.9242,483.545,0.1538,0.4666
206757,29-Mar,9,19,5,216.6,0.07,32.836,-112.115,6,24.375,1931.25,482.9375,27.29,95630.0156,489.8434,26.48,95766.6875,477.9273,483.6224,0.1429,0.0935
209835,29-Mar,9,19,8,218.1,0.18,32.836,-112.115,6,24.375,1931.25,482.375,27.31,95629.2734,489.9088,26.49,95765.9375,477.9926,483.623,0.1416,0.5464
212923,29-Mar,9,19,11,219.7,0.13,32.8361,-112.115,6,24.375,1930.25,482.625,27.34,95629.7969,489.8629,26.52,95767.6406,477.8447,483.5546,0.1477,0.4271
215994,29-Mar,9,19,15,223.6,0.19,32.836,-112.115,6,24.375,1931.75,482.5,27.36,95628.7969,489.9499,26.52,95764.7266,478.0979,483.4573,0.1392,0.1612
219072,29-Mar,9,19,18,0,0.08,32.8361,-112.115,126,24.4375,1930.5,482.6875,27.38,95627.2969,490.0811,26.54,95767.375,477.8673,483.5329,0.1368,0.166
222160,29-Mar,9,19,21,225.7,0.11,32.8361,-112.115,6,24.4375,1931,482.9375,27.4,95630.25,489.8234,26.57,95764.0391,478.158,483.5256,0.1429,0.0387
225231,29-Mar,9,19,24,227.7,0.28,32.8361,-112.115,6,24.4375,1930,482.3125,27.43,95625.7813,490.213,26.59,95768.6875,477.7531,483.5401,0.1355,0.1781
228319,29-Mar,9,19,27,229.5,0.29,32.8361,-112.115,6,24.4375,1929.75,482.6875,27.45,95626.3906,490.1597,26.6,95767.7188,477.8373,483.5777,0.1343,0.6584
231397,29-Mar,9,19,30,231,0.24,32.8361,-112.115,6,24.5,1929.75,482.5,27.47,95629.2891,489.9072,26.62,95765.7813,478.0063,483.5987,0.1392,0.3409
234468,29-Mar,9,19,33,231.8,0.1,32.8361,-112.115,6,24.5,1931.25,482.8125,27.48,95627.5625,490.0574,26.64,95765.1406,478.0621,483.5787,0.1319,0.3143
237556,29-Mar,9,19,36,232.5,0.04,32.8361,-112.115,6,24.5,1932,483.0625,27.5,95625.3516,490.2504,26.65,95765.6875,478.0147,483.7365,0.1331,0.0677
240634,29-Mar,9,19,39,233.3,0.18,32.836,-112.115,6,24.5,1930.75,482.6875,27.52,95626.5156,490.1492,26.68,95767.6094,477.8473,483.7097,0.1392,0.6189
243705,29-Mar,9,19,42,234.9,0.3,32.836,-112.115,6,24.5,1930.5,482.75,27.54,95626.6875,490.1344,26.69,95767.2188,477.881,483.7913,0.1319,0.6769
246793,29-Mar,9,19,45,236.3,0.5,32.836,-112.115,6,24.5,1931.25,482.625,27.56,95626.9766,490.1086,26.72,95765.9531,477.9911,483.6088,0.127,0.3006
249871,29-Mar,9,19,48,237.9,0.34,32.836,-112.115,6,24.5625,1931,482.8125,27.58,95624.4219,490.3321,26.72,95767.8438,477.8262,483.5663,0.127,0.3473
252952,29-Mar,9,19,49,239.1,0.26,32.836,-112.115,6,24.5625,1929.25,482.5625,27.6,95623.6172,490.4022,26.73,95765.4844,478.0321,483.639,0.1258,0.2627
256030,29-Mar,9,19,55,241.7,0.18,32.8359,-112.1151,6,24.5625,1930.75,482.6875,27.62,95626.8672,490.1186,26.75,95769.0781,477.7188,483.7223,0.1245,0.3852
259108,29-Mar,9,19,58,242,0.12,32.8359,-112.1151,6,24.5625,1930,482.8125,27.64,95625.5156,490.2367,26.77,95764.0781,478.1543,483.6692,0.1233,0.1628
262186,29-Mar,9,20,1,243.3,0.29,32.8359,-112.115,6,24.625,1929.5,482.5625,27.66,95627.4063,490.0717,26.79,95766.5469,477.9395,483.4824,0.1294,0.3731
265267,29-Mar,9,20,4,244.8,0.11,32.8359,-112.115,6,24.625,1929.5,482.5,27.68,95625.4688,490.205,26.81,95766.7969,477.9178,483.5746,0.1221,0.332
268345,29-Mar,9,20,7,246.5,0.01,32.8359,-112.115,6,24.625,1929.75,482.375,27.7,95625.4375,490.243,26.83,95767.0938,477.8915,483.6565,0.1209,0.7889
271423,29-Mar,9,20,10,248.2,0.26,32.8359,-112.115,6,24.625,1929.75,482.75,27.72,95626.5625,490.145,26.84,95767.7656,477.8331,483.527,0.1258,0.1757
274504,29-Mar,9,20,13,249.6,0.11,32.8359,-112.115,6,24.625,1930.25,482.6875,27.74,95629.2813,489.9082,26.85,95767.3438,477.8699,483.5494,0.1221,0.2313
277582,29-Mar,9,20,16,250.5,0.24,32.8359,-112.115,6,24.625,1930.5,482.8125,27.76,95628.25,489.9979,26.86,95767.6563,477.8431,483.2741,0.1197,0.1104
280660,29-Mar,9,20,19,251,0.21,32.8359,-112.115,6,24.625,1931,482.4375,27.77,95630.5938,489.7933,26.88,95768.7656,477.7462,483.3281,0.127,0.1346
283741,29-Mar,9,20,22,252,0.48,32.8359,-112.115,6,24.6875,1930.75,482.0625,27.79,95627.3281,490.0785,26.9,95765.2344,478.0542,483.4348,0.1197,0.5754
286819,29-Mar,9,20,25,252.8,0.19,32.8359,-112.115,6,24.6875,1929.25,482.1875,27.82,95628.1094,490.0105,26.91,95766.9453,477.9052,483.4819,0.116,0.3006
289897,29-Mar,9,20,28,254.8,0.17,32.8359,-112.115,7,24.6875,1928,482.1875,27.84,95630.8594,489.7701,26.93,95766.3047,477.961,483.3761,0.1209,0.2885
292978,29-Mar,9,20,32,259.2,0.11,32.8359,-112.115,7,24.6875,1928.25,482.625,27.85,95626.1016,490.1855,26.95,95767.1094,477.8905,483.3268,0.1148,0.8002
296056,29-Mar,9,20,35,259.7,0.23,32.8359,-112.115,7,24.75,1928.75,482.375,27.86,95627.5,490.0632,26.97,95767.25,477.8784,483.3527,0.1136,0.2667
299134,29-Mar,9,20,38,261.2,0.18,32.8359,-112.115,7,24.75,1927.5,482.125,27.89,95628.0156,490.0184,26.98,95766.9375,477.9058,483.4302,0.1197,0.0403
302215,29-Mar,9,20,41,262.7,0.19,32.836,-112.115,7,24.75,1929.25,482,27.91,95628.6875,489.9599,27,95765.7188,478.0121,483.4244,0.1123,0.2788
305293,29-Mar,9,20,44,264.1,0.03,32.836,-112.115,7,24.75,1929,482,27.93,95627.8594,490.0321,27.02,95768.6563,477.7557,483.265,0.1111,0.0395
308371,29-Mar,9,20,47,266,0.14,32.836,-112.115,7,24.75,1929.25,481.875,27.95,95622.6797,490.4834,27.03,95764.3594,478.1301,483.3463,0.1111,0.1862
311452,29-Mar,9,20,50,268.4,0.14,32.836,-112.115,7,24.8125,1928,482.1875,27.97,95627.4531,490.0674,27.04,95765.9063,477.9953,483.4417,0.1099,0.2127
314530,29-Mar,9,20,53,270.7,0.11,32.836,-112.115,7,24.8125,1927.5,481.6875,27.99,95628.1875,489.9989,27.05,95766.5,477.9437,483.2926,0.1111,0.0387
317608,29-Mar,9,20,56,272.7,0.04,32.836,-112.115,7,24.8125,1927.75,481.625,28.01,95628.5156,489.9747,27.07,95767.1406,477.8878,483.313,0.1111,0.8018
320686,29-Mar,9,20,59,274.8,0.1,32.836,-112.115,7,24.8125,1928.75,481.75,28.04,95626.0156,490.1929,27.1,95766.2969,477.9616,483.2124,0.116,0.2692
323767,29-Mar,9,21,2,276.2,0.22,32.836,-112.1149,7,24.8125,1927.75,481.9375,28.06,95628.7656,489.9525,27.1,95763.9219,478.1685,483.22,0.1099,0.0621
326845,29-Mar,9,21,5,278.2,0.25,32.8361,-112.1149,7,24.875,1927.75,482.1875,28.08,95628.9844,489.9336,27.12,95767.9844,477.8141,483.2227,0.1087,0.0371
329923,29-Mar,9,21,8,280.4,0.19,32.8361,-112.1149,7,24.875,1927.75,481.75,28.1,95628.5625,489.9705,27.14,95766.5,477.9437,483.1333,0.1136,0.498
332994,29-Mar,9,21,11,282.7,0.26,32.8361,-112.1149,7,24.875,1927.75,481.75,28.12,95630.7266,489.7817,27.14,95766.0938,477.9789,483.0221,0.1074,0.0443
336082,29-Mar,9,21,14,285,0.13,32.8361,-112.1149,7,24.875,1926,481.625,28.14,95625.3438,490.0648,27.16,95766.0156,477.9858,483.3032,0.1062,0.0758
339160,29-Mar,9,21,17,287.3,0.14,32.8361,-112.1148,7,24.875,1927.5,481.6875,28.16,95630.9063,489.7659,27.18,95765.9844,477.9884,483.2747,0.1087,0.1015
342231,29-Mar,9,21,21,289.3,0.11,32.8362,-112.1148,7,24.9375,1927,481.3125,28.18,95626.2344,490.174,27.21,95763.6719,478.1901,483.2279,0.1026,0.3078
345319,29-Mar,9,21,24,292.2,0.16,32.8362,-112.1148,8,24.9375,1927,482,28.2,95628.125,490.0089,27.22,95763.4297,478.2112,483.369,0.1013,0.5601
348397,29-Mar,9,21,27,294,0.18,32.8362,-112.1148,8,24.9375,1926.5,481.875,28.22,95628.2891,489.9942,27.23,95763.4063,478.2138,483.356,0.1087,0.27
351468,29-Mar,9,21,30,295.6,0.25,32.8363,-112.1148,8,24.9375,1926.25,481.9375,28.24,95627.4609,490.0669,27.24,95762.7188,478.2733,483.4093,0.1001,0.0806
354546,29-Mar,9,21,33,297.3,0.12,32.8363,-112.1148,8,24.9375,1926.25,481.8125,28.26,95629.3281,489.904,27.26,95762.625,478.2817,483.3323,0.1001,0.3852
357634,29-Mar,9,21,36,299.2,0.21,32.8363,-112.1148,7,25,1925.25,481.3125,28.28,95628.1406,490.0068,27.28,95761.3594,478.3918,483.2338,0.1074,0.1588
360705,29-Mar,9,21,39,301.7,0.08,32.8363,-112.1148,8,25,1925.75,481.75,28.3,95630.0313,489.8423,27.3,95760.8516,478.436,483.1732,0.1013,0.216
363783,29-Mar,9,21,42,303.3,0.17,32.8363,-112.1148,8,25,1927.5,481.5625,28.32,95628.6719,489.961,27.32,95762.3906,478.3017,483.342,0.1013,0.3433
366861,29-Mar,9,21,45,305.1,0.39,32.8364,-112.1147,8,25.0625,1926.25,481.3125,28.34,95627.0156,490.1054,27.35,95758.6484,478.6277,483.4136,0.1013,0.1749
369942,29-Mar,9,21,48,307.2,0.27,32.8364,-112.1147,8,25.0625,1927.5,482.1875,28.36,95626.8594,490.1191,27.36,95764.1719,478.1464,483.2454,0.1001,0.0459
373020,29-Mar,9,21,51,309.2,0.25,32.8364,-112.1147,8,25.0625,1928,482,28.38,95626.2813,490.1697,27.37,95762.4766,478.2943,483.4783,0.0989,0.0355
376098,29-Mar,9,21,54,311,0.26,32.8365,-112.1147,8,25.0625,1926.25,481.9375,28.41,95629.0625,489.9267,27.38,95764.6328,478.1064,483.198,0.0989,0.2264
379176,29-Mar,9,21,57,284.1,0.17,32.8376,-112.1135,8,25.0625,1928.25,482,28.43,95627.9844,490.0211,27.41,95762.4844,478.2938,483.6035,0.1038,0.7599
382257,29-Mar,9,22,0,293.8,0.26,32.8376,-112.1135,8,25.0625,1928.75,482.5,28.46,95630.4063,489.8097,27.43,95759.8281,478.525,483.5614,0.0965,0.8034
385335,29-Mar,9,22,4,331.2,0.15,32.8375,-112.1136,8,25.125,1929.5,482.1875,28.48,95630.3281,489.8165,27.45,95762.7578,478.2701,483.4892,0.0977,0.0427
388413,29-Mar,9,22,7,335.4,0.04,32.8375,-112.1136,8,25.125,1930,482.4375,28.5,95627.8125,490.0358,27.47,95760.3594,478.4792,483.6504,0.1026,0.4166
391494,29-Mar,9,22,10,350.3,0.13,32.8375,-112.1136,8,25.125,1930,482.5625,28.53,95631.0938,489.7501,27.48,95762.9688,478.2512,483.7016,0.0965,0.0274
394572,29-Mar,9,22,13,361.1,0.06,32.8375,-112.1136,8,25.125,1930.75,482.75,28.54,95627.9688,490.0226,27.51,95764.5,478.118,483.5957,0.0952,0.0419
397650,29-Mar,9,22,16,370,0.21,32.8375,-112.1136,8,25.1875,1931.5,482.625,28.57,95625.2734,490.2572,27.53,95760.9063,478.4313,483.6879,0.1001,0.1185
400731,29-Mar,9,22,19,376.7,0.19,32.8375,-112.1136,8,25.1875,1928.5,482.625,28.59,95628.7813,489.951,27.55,95764.6094,478.1085,483.7856,0.0952,0.0596
403809,29-Mar,9,22,22,383.5,0.24,32.8375,-112.1136,8,25.1875,1931,483.0625,28.62,95629.6094,489.8792,27.58,95764.0625,478.1559,483.614,0.0928,0.0693
406887,29-Mar,9,22,25,390.4,0.2,32.8375,-112.1136,8,25.25,1931.5,483.0625,28.65,95630.2031,489.8276,27.6,95764.8594,478.0864,483.5832,0.0989,0.1773
409968,29-Mar,9,22,28,400.8,0.25,32.8375,-112.1136,8,25.25,1932.25,483.0625,28.67,95628.3438,489.9894,27.62,95764.8516,478.1216,483.8268,0.0928,0.0338
413046,29-Mar,9,22,31,407.3,0.18,32.8375,-112.1137,8,25.25,1933.5,482.875,28.7,95628.4688,489.9789,27.64,95763.3594,478.2175,483.6963,0.0928,0.6729
416124,29-Mar,9,22,34,411.5,0.05,32.8375,-112.1137,8,25.25,1931.25,483.375,28.73,95632.9688,489.5862,27.67,95765.2969,478.0484,483.668,0.0977,0.498
419205,29-Mar,9,22,37,413.6,0.07,32.8375,-112.1137,8,25.3125,1931.75,483.1875,28.75,95631.25,489.7359,27.68,95762.4063,478.3001,483.8844,0.0904,0.3675
422283,29-Mar,9,22,38,417.7,0.04,32.8375,-112.1137,8,25.3125,1933.75,483.25,28.78,95633.3125,489.5561,27.7,95761.0313,478.4202,483.9231,0.0916,0.8123
425361,29-Mar,9,22,44,422.7,0.23,32.8375,-112.1137,8,25.3125,1932.75,483.25,28.79,95628.2422,489.9984,27.72,95762.9531,478.2527,483.8811,0.0916,0.4078
428442,29-Mar,9,22,47,426.1,0.13,32.8375,-112.1137,8,25.3125,1932.25,483.25,28.83,95631.6563,489.7005,27.73,95762.125,478.3249,483.8051,0.0891,0.029
431510,29-Mar,9,22,50,429.1,0.27,32.8375,-112.1137,8,25.3125,1933,483.375,28.84,95628.1172,490.0095,27.75,95760.9688,478.426,483.793,0.0891,0.3054
434588,29-Mar,9,22,53,430.2,0.15,32.8375,-112.1137,8,25.3125,1933.5,483.25,28.87,95629,489.9325,27.76,95762.6875,478.2759,483.736,0.0891,0.0387
437676,29-Mar,9,22,56,433.8,0.11,32.8375,-112.1137,8,25.375,1933.5,483.375,28.89,95629.8359,489.8597,27.78,95759.3906,478.5629,483.9328,0.094,0.2119
440747,29-Mar,9,22,59,436.3,0.04,32.8375,-112.1137,8,25.375,1934.75,483.5,28.92,95628.1719,490.0042,27.8,95761.9844,478.337,483.8717,0.0891,0.3723
443825,29-Mar,9,23,2,437.1,0.07,32.8375,-112.1137,8,25.375,1933.25,483.6875,28.94,95627.7656,490.04,27.82,95762.0156,478.3344,483.9622,0.0867,0.0508
446903,29-Mar,9,23,5,437.2,0.16,32.8375,-112.1138,8,25.375,1932.75,483.0625,28.96,95627.1328,490.0954,27.83,95764.8281,478.0895,483.8375,0.0916,0.3191
449984,29-Mar,9,23,8,442.3,0.18,32.8374,-112.1138,8,25.375,1933.5,483.25,28.98,95625.7969,490.2114,27.84,95764.7969,478.0922,483.9193,0.0867,0.6108
453062,29-Mar,9,23,11,445.1,0.18,32.8375,-112.1138,8,25.4375,1934,483.875,29,95628.125,490.0089,27.87,95762.3906,478.3017,483.7884,0.0879,0.3514
456140,29-Mar,9,23,14,446.6,0.24,32.8375,-112.1138,8,25.4375,1935,483.25,29.02,95627.875,490.0305,27.91,95765.9609,477.9905,483.8042,0.0904,0.8042
459221,29-Mar,9,23,17,446.7,0.13,32.8375,-112.1138,8,25.4375,1933.5,483.3125,29.05,95627.6406,490.0506,27.92,95763.9141,478.169,483.8844,0.0855,0.4311
462299,29-Mar,9,23,18,446.7,0.06,32.8375,-112.1138,8,25.4375,1934,483.3125,29.07,95629.125,489.9214,27.92,95764.4219,478.1248,483.8337,0.0855,0.0846
465377,29-Mar,9,23,22,446.7,0.09,32.8375,-112.1138,8,25.4375,1933,483.375,29.08,95631.4609,489.7174,27.94,95763.2422,478.2275,483.826,0.0891,0.4601
