Time, Date, Hour, Minute, Seconds,Altitude, Speed(knots), Latitude(Deg), Longitude(Deg), Sat#,Temp0(C), Pressure0(Hg), Altitude0(m),Temp1(C), Pressure1(Pa), Altitude1(m),Temp2(C), Pressure2(Pa), Altitude2(m),AvgAltitude(m),Gas1Voltage(V),Gas2Voltage(V)
5933918,29-Mar,10,54,31,5884.7,0,0,-112.058,8,244.125,68235.75,17059.25,-6.42,1868.9961,23597.4805,-8,1815.5391,23711.6562,21457.5801,0.0134,0.1886
5937028,29-Mar,10,54,34,5884.7,8.56,0,-112.058,5,244.1875,68245,17061.875,-6.38,1865.4727,23604.9238,-7.97,1813.7578,23715.5078,21460.1562,0.0134,0.087
5940138,29-Mar,10,54,37,5884.7,8.68,0,-112.058,0,244.1875,68251,17063,-6.34,1863.5742,23608.9395,-7.92,1807.2227,23729.6621,21472.7012,0.0147,0.0943
5943251,29-Mar,10,54,41,5884.7,6.45,0,-112.058,0,244.25,68260.25,17065.75,-6.31,1859.082,23618.4531,-7.9,1805.7344,23732.8926,21475.5469,0.0122,0.1338
5946361,29-Mar,10,54,44,5884.7,2.6,0,-112.058,5,244.25,68265.75,17067.25,-6.27,1857.3398,23622.1484,-7.86,1802.4102,23740.1133,21478.0879,0.0134,0.1483
5949471,29-Mar,10,54,47,5884.7,0.57,0,-112.058,0,244.3125,68273.5,17068.9375,-6.24,1854.6211,23627.9199,-7.82,1796.7773,23752.373,21485.748,0.0134,0.0822
5952583,29-Mar,10,54,50,5884.7,0.07,0,-112.058,0,244.375,68276.25,17069.5,-6.21,1845.5781,23647.168,-7.8,1792.1992,23762.3613,21491.9746,0.0147,0.1314
5955693,29-Mar,10,54,53,5884.7,3.42,0,-112.058,0,244.375,68282,17071.3125,-6.17,1843.5195,23651.5586,-7.76,1786.2539,23775.3633,21495.8223,0.0134,0.087
5958803,29-Mar,10,54,56,5884.7,1.99,0,-112.058,0,244.4375,68288.75,17072.1875,-6.12,1838.8711,23661.4922,-7.72,1784.0313,23780.2324,21500.8633,0.0147,0.0886
5961916,29-Mar,10,54,59,5884.7,5.2,0,-112.058,2,244.4375,68294.25,17073.1875,-6.09,1838.2539,23662.8125,-7.68,1781.6328,23785.4941,21509.6504,0.0134,0.191
5965026,29-Mar,10,55,2,5884.7,3.11,0,-112.058,0,244.5,68296.75,17074.4375,-6.05,1831.9727,23676.2695,-7.65,1774.75,23800.6211,21513.5723,0.0134,0.1362
5968146,29-Mar,10,55,5,5884.7,0,0,-112.058,0,244.5,68303,17076.25,-6.02,1828.6133,23683.4824,-7.61,1774.9883,23800.0957,21519.2559,0.0147,0.1168
5971249,29-Mar,10,55,8,5884.7,0.57,0,-112.058,0,244.5625,68305.25,17076.9375,-5.98,1822.9805,23695.6016,-7.58,1772.75,23805.0254,21528.0469,0.0122,0.1088
5974360,29-Mar,10,55,10,5884.7,0,0,-112.058,6,244.5625,68311.5,17078.25,-5.95,1824.6367,23692.0352,-7.55,1764.4688,23823.3066,21533.4531,0.0134,0.0911
5977480,29-Mar,10,55,15,5884.7,2.25,0,-112.058,1,244.625,68318.5,17080,-5.91,1818.3555,23705.5723,-7.51,1763.3086,23825.873,21538.0566,0.0159,0.0943
5980583,29-Mar,10,55,18,5884.7,2.1,0,-112.058,0,244.625,68322,17080.5625,-5.87,1815.9648,23710.7363,-7.48,1757.2031,23839.4023,21544.7598,0.0134,0.0951
5983703,29-Mar,10,55,21,5884.7,2.43,0,-112.058,5,244.6875,68326.5,17082.3125,-5.83,1811.4648,23720.4785,-7.44,1754.957,23844.3887,21556.127,0.0134,0.0943
5986813,29-Mar,10,55,24,5884.7,6.37,0,-112.058,0,244.75,68331.25,17083.0625,-5.79,1806.1563,23731.9766,-7.39,1745.0234,23866.5059,21560.2383,0.0159,0.0854
5989916,29-Mar,10,55,27,5884.7,6.37,0,-112.058,8,244.75,68339.25,17084.625,-5.76,1801.8125,23741.4121,-7.37,1745.9922,23862.9512,21566.4629,0.0159,0.0484
5993036,29-Mar,10,55,30,5884.7,0,0,-112.058,0,244.8125,68342.5,17086.1875,-5.72,1796.9844,23751.9238,-7.33,1742.6719,23871.7559,21568.4902,0.0147,0.0564
5996146,29-Mar,10,55,33,5884.7,0,0,-112.058,1,244.8125,68346.75,17087.375,-5.68,1794.7617,23756.7695,-7.3,1737.793,23882.668,21578.6699,0.0147,0.0685
5999259,29-Mar,10,55,35,5884.7,6.05,0,-112.058,0,244.875,68354.75,17089.25,-5.65,1790.9023,23765.1953,-7.26,1733.8555,23891.4941,21579.6016,0.0159,0.1426
6002370,29-Mar,10,55,40,5884.7,5.94,0,-112.058,0,244.9375,68360,17090.6875,-5.61,1787.8594,23771.8496,-7.22,1735.0117,23888.9004,21588.6797,0.0147,0.0661
6005480,29-Mar,10,55,43,5884.7,4.24,0,-112.058,0,244.9375,68369,17092.5,-5.57,1785.4727,23777.0742,-7.19,1728.5859,23903.3281,21592.4219,0.0134,0.1418
6008583,29-Mar,10,55,46,5884.7,2.48,0,-112.058,8,245,68372.75,17093.6875,-5.53,1782.1016,23784.4648,-7.16,1727.7227,23905.2695,21595.8047,0.0147,0.0604
6011693,29-Mar,10,55,49,5884.7,4.48,0,-112.058,9,245,68379.5,17095.375,-5.5,1778.8867,23791.5234,-7.13,1721.6133,23919.0332,21604.0723,0.0147,0.0653
6014813,29-Mar,10,55,52,5884.7,0,0,-112.058,7,245.0625,68382.5,17095.8125,-5.47,1778.1133,23793.2227,-7.08,1718.6172,23925.7988,21606.6953,0.0147,0.0798
6017916,29-Mar,10,55,55,5884.7,10.83,0,-112.058,0,245.0625,68388,17096.125,-5.43,1772.3164,23805.9805,-7.05,1715.7383,23932.3066,21616.791,0.0147,0.0637
6021026,29-Mar,10,55,58,5884.7,10.83,0,-112.058,0,245.125,68389.5,17097.6875,-5.38,1771.7109,23807.3145,-7.02,1713.7813,23936.7363,21622.0977,0.0147,0.0983
6024136,29-Mar,10,56,2,5884.7,9.83,0,-112.058,0,245.125,68394,17099,-5.35,1766.2344,23819.4023,-6.97,1709.2422,23947.0254,21626.2012,0.0147,0.0717
6027249,29-Mar,10,56,5,5884.7,4.58,0,-112.058,6,245.1875,68395.75,17099.75,-5.32,1765.4453,23821.1465,-6.95,1705.2773,23956.0332,21629.0215,0.0147,0.0967
6030359,29-Mar,10,56,8,5884.7,0,0,-112.058,2,245.25,68400.75,17101.125,-5.28,1758.8281,23835.7969,-6.9,1701.6523,23964.2812,21636.6113,0.0147,0.2023
6033469,29-Mar,10,56,11,5884.7,4.08,0,-112.058,0,245.25,68401.25,17101.5625,-5.24,1754.1641,23844.3457,-6.87,1697.7031,23973.2852,21638.6348,0.0159,0.0637
6036582,29-Mar,10,56,14,5884.7,4.36,0,-112.058,2,245.3125,68407.75,17101.875,-5.21,1752.4141,23850.041,-6.85,1695.5859,23978.1191,21643.9668,0.0147,0.0758
6039692,29-Mar,10,56,17,5884.7,6.87,0,-112.058,8,245.3125,68413,17104,-5.17,1748.0664,23859.7207,-6.81,1691.9492,23986.4316,21648.7168,0.0147,0.0669
6042802,29-Mar,10,56,20,5884.7,3.8,0,-112.058,0,245.375,68419.75,17104.1875,-5.13,1746.4922,23863.2285,-6.77,1685.2227,24001.8477,21657.6895,0.0159,0.1338
6045915,29-Mar,10,56,23,5884.7,0,0,-112.058,0,245.375,68421.25,17105.3125,-5.09,1739.8711,23878.0176,-6.73,1685.1406,24002.0371,21661.4961,0.0159,0.0621
6049025,29-Mar,10,56,26,5884.7,3.81,0,-112.058,0,245.4375,68428,17107.1875,-5.06,1742.1758,23872.8652,-6.7,1681.1836,24011.1289,21666.5352,0.0147,0.0951
6052135,29-Mar,10,56,29,5884.7,3.81,0,-112.058,9,245.4375,68434.5,17108.0625,-5.03,1737.8281,23882.5898,-6.67,1679.082,24015.9648,21670.4902,0.0147,0.2256
6055248,29-Mar,10,56,32,5884.7,3.88,0,-112.058,6,245.5,68437.75,17109.8125,-4.98,1733.3242,23892.6855,-6.63,1677.918,24018.6465,21676.1523,0.0147,0.0596
6058359,29-Mar,10,56,34,5884.7,3.88,0,-112.058,6,245.5625,68442,17111.375,-4.95,1727.5,23905.7715,-6.6,1673.1875,24029.5547,21681.9355,0.0171,0.1837
6061469,29-Mar,10,56,39,5884.7,3.23,0,-112.058,6,245.5625,68451,17112.6875,-4.91,1726.7305,23907.502,-6.56,1668.7695,24039.7676,21684.2305,0.0159,0.137
6064572,29-Mar,10,56,42,5884.7,1.59,0,-112.058,7,245.625,68454.75,17113.4375,-4.88,1725.1445,23911.0742,-6.53,1666.9805,24043.9082,21693.0996,0.0159,0.0524
6067692,29-Mar,10,56,45,5884.7,0.42,0,-112.058,7,245.625,68458.75,17114.5625,-4.83,1721.1289,23920.127,-6.49,1662.4023,24054.5215,21697.8711,0.0159,0.0886
6070802,29-Mar,10,56,48,5884.7,13.44,0,-112.058,7,245.6875,68462,17115.9375,-4.8,1714.8164,23934.3926,-6.45,1663.7227,24051.459,21700.3125,0.0159,0.0725
6073912,29-Mar,10,56,51,5884.7,0,0,-112.058,0,245.6875,68468.5,17117.1875,-4.77,1712.582,23939.4531,-6.43,1656.0313,24071.4883,21709.4082,0.0159,0.1402
6077022,29-Mar,10,56,54,5884.7,13.49,0,-112.058,0,245.75,68471,17117.8125,-4.73,1707.7422,23950.4316,-6.37,1655.6719,24070.1699,21712.6855,0.0147,0.0621
6080135,29-Mar,10,56,57,5884.7,9.15,0,-112.058,0,245.8125,68474.5,17119.125,-4.69,1705.1758,23956.2637,-6.34,1652.4961,24077.5703,21720.1406,0.0147,0.1644
6083235,29-Mar,10,57,0,5884.7,7.63,0,-112.058,0,245.8125,68481.75,17120.9375,-4.66,1704.4023,23958.0234,-6.3,1650.5508,24082.1094,21719.9004,0.0147,0.0621
6086346,29-Mar,10,57,4,5884.7,2.59,0,-112.058,0,245.875,68485.5,17121.5625,-4.62,1703.625,23959.791,-6.27,1651.2344,24080.5137,21725.3691,0.0147,0.1144
6089468,29-Mar,10,57,7,5884.7,0.56,0,-112.058,0,245.875,68488.25,17122.6875,-4.59,1702.1992,23963.0371,-6.24,1648.1992,24087.6016,21727.041,0.0159,0.0492
6092568,29-Mar,10,57,10,5884.7,0,0,-112.058,9,245.9375,68495.75,17123.625,-4.55,1699.3125,23969.6133,-6.21,1640.6758,24105.2187,21734.3516,0.0147,0.0749
6095678,29-Mar,10,57,13,5884.7,8.28,0,-112.058,9,245.9375,68497.75,17124.6875,-4.51,1699.6719,23968.7949,-6.18,1641.043,24104.3574,21735.9355,0.0147,0.0685
6098791,29-Mar,10,57,16,5884.7,0,0,-112.058,0,246,68501,17126.375,-4.48,1693.3672,23983.1895,-6.14,1635.5352,24117.293,21742.6426,0.0159,0.1072
6101901,29-Mar,10,57,19,5884.7,7.64,0,-112.058,9,246.0625,68506.25,17127.0625,-4.44,1689.5,23992.0391,-6.09,1633.4766,24122.1367,21747.2832,0.0147,0.058
6105011,29-Mar,10,57,22,5884.7,0,0,-112.058,0,246.0625,68509.25,17128.125,-4.4,1685.8008,24000.5215,-6.06,1632.6055,24124.1875,21751.2715,0.0159,0.1257
6108124,29-Mar,10,57,25,5884.7,5.01,0,-112.058,9,246.125,68514,17128.1875,-4.36,1687.7969,23995.9434,-6.02,1630.0352,24130.2441,21755.7207,0.0147,0.0733
6111224,29-Mar,10,57,28,5884.7,0,0,-112.058,0,246.1875,68515.75,17130.0625,-4.32,1684.5742,24003.3379,-5.99,1628.4063,24134.0879,21758.873,0.0147,0.0935
6114334,29-Mar,10,57,30,5884.7,6.84,0,-112.058,0,246.1875,68520.5,17129.5625,-4.28,1684.6133,24003.248,-5.96,1623.5078,24145.6641,21760.582,0.0147,0.0782
6117447,29-Mar,10,57,35,5884.7,6.17,0,-112.058,0,246.1875,68524.25,17131.6875,-4.24,1681.0742,24011.3809,-5.91,1622.3516,24148.4004,21765.6855,0.0159,0.1757
6120557,29-Mar,10,57,38,5884.7,0.02,0,-112.058,2,246.25,68524,17132.125,-4.21,1677.207,24020.2832,-5.88,1620.0859,24153.7656,21768.6758,0.0159,0.1225
6123667,29-Mar,10,57,41,5884.7,11.82,0,-112.058,6,246.3125,68528.5,17132.6875,-4.17,1674.1484,24027.3379,-5.84,1621.0938,24151.3789,21771.6621,0.0159,0.0508
6126780,29-Mar,10,57,43,5884.7,11.88,0,-112.058,6,246.3125,68531.25,17133.8125,-4.13,1672.0703,24032.1348,-5.81,1616.8164,24161.5215,21779.4082,0.0147,0.1426
6129881,29-Mar,10,57,48,5884.7,13.14,0,-112.058,1,246.375,68538.5,17134.5,-4.09,1671.9531,24032.4062,-5.77,1611.9297,24173.1367,21780.2441,0.0159,0.0564
6132991,29-Mar,10,57,51,5884.7,0,0,-112.058,0,246.375,68542,17135.375,-4.06,1664.4961,24049.666,-5.74,1609.3594,24179.2559,21787.1582,0.0171,0.054
6136104,29-Mar,10,57,54,5884.7,26.98,0,-112.058,8,246.4375,68545.5,17137.3125,-4.02,1663.0664,24052.9805,-5.71,1609.4219,24179.1074,21788.9355,0.0147,0.1088
6139214,29-Mar,10,51,55,5884.7,0,0,-112.058,0,246.5,68549.25,17137.625,-3.99,1662.7773,24058.5664,-5.67,1606.5469,24185.9629,21794.8535,0.0147,0.0564
6142324,29-Mar,10,51,58,5884.7,26.98,0,-112.058,0,246.5625,68551.25,17139.1875,-3.95,1662.3203,24054.7129,-5.63,1605.0664,24189.4961,21796.5547,0.0159,0.1588
6145427,29-Mar,10,52,39,5884.7,27.01,0,-112.058,0,246.5625,68557.5,17140.0625,-3.91,1657.8047,24065.2051,-5.59,1601.2813,24198.543,21803.0527,0.0147,0.2909
6148537,29-Mar,10,52,42,5884.7,26.98,0,-112.058,0,246.5625,68563.75,17140.625,-3.88,1657.0234,24067.0234,-5.56,1599.3203,24203.2363,21806.584,0.0159,0.0661
6151647,29-Mar,10,52,45,5884.7,25.08,0,-112.058,0,246.625,68568.75,17142.9375,-3.83,1656.582,24068.0508,-5.53,1595.1953,24213.127,21810.4004,0.0159,0.0951
6154760,29-Mar,10,52,48,5884.7,14.98,0,-112.058,0,246.625,68573.25,17145.125,-3.79,1649.9414,24083.5312,-5.49,1592.625,24219.2988,21817.7227,0.0159,0.1934
6157870,29-Mar,10,58,16,5884.7,13.32,0,-112.058,8,246.6875,68582.75,17145.75,-3.75,1645.7461,24093.3398,-5.45,1590.5313,24224.332,21821.6211,0.0159,0.0604
6160970,29-Mar,10,58,19,5884.7,13.44,0,-112.058,0,246.75,68589,17147.25,-3.72,1644.1484,24097.0781,-5.41,1586.5781,24233.8516,21828.8887,0.0171,0.1999
6164083,29-Mar,10,58,22,5884.7,12.5,0,-112.058,0,246.75,68595.75,17149.625,-3.68,1641.9023,24102.3418,-5.39,1585.6914,24235.9902,21833.2969,0.0147,0.0548
6167193,29-Mar,10,58,25,5884.7,4.89,0,-112.058,8,246.8125,68605,17150.5625,-3.64,1640.6367,24105.3105,-5.35,1580.4883,24248.5527,21837.1094,0.0159,0.0741
6170303,29-Mar,10,58,28,5884.7,5.57,0,-112.058,0,246.8125,68609.25,17152.9375,-3.61,1636.7578,24114.418,-5.32,1581.9453,24245.0312,21843.6758,0.0159,0.1837
6173406,29-Mar,10,58,31,5884.7,5.48,0,-112.058,6,246.875,68619.25,17155.875,-3.57,1635.0117,24118.5234,-5.28,1577.3633,24256.1152,21845.6875,0.0147,0.0838
6176516,29-Mar,10,58,34,5884.7,3.92,0,-112.058,6,246.875,68625.5,17156.625,-3.53,1630.6445,24128.8086,-5.24,1572.9375,24266.8457,21852.7754,0.0171,0.1845
6179626,29-Mar,10,58,37,5884.7,1.58,0,-112.058,8,246.9375,68631.75,17158.625,-3.49,1628.7266,24133.332,-5.21,1568.5039,24277.6191,21857,0.0171,0.1152
6182739,29-Mar,10,58,40,5884.7,0.34,0,-112.058,8,247,68638,17160.6875,-3.45,1626.4883,24138.6172,-5.17,1565.3203,24285.3711,21864.9785,0.0159,0.0484
6185849,29-Mar,10,58,44,5884.7,0,0,-112.058,1,247,68645.75,17161.875,-3.42,1623.2578,24146.2539,-5.13,1561.9766,24293.5273,21867.3594,0.0159,0.1056
6188959,29-Mar,10,58,47,5884.7,0,0,-112.058,2,247,68652.75,17162.3125,-3.38,1621.9883,24149.2598,-5.11,1561.0977,24295.6738,21870.1621,0.0159,0.0492
6192062,29-Mar,10,58,50,5884.7,7.84,0,-112.058,5,247.0625,68655.25,17164.0625,-3.34,1618.9297,24156.5078,-5.07,1557.75,24303.8555,21876.5,0.0159,0.0451
6195172,29-Mar,10,58,53,5884.7,7.84,0,-112.058,0,247.125,68656.5,17165.375,-3.3,1617.1758,24160.668,-5.03,1557.5078,24304.4492,21881.5098,0.0159,0.0822
6198282,29-Mar,10,58,56,5884.7,6.53,0,-112.058,8,247.1875,68664.5,17167.1875,-3.27,1614.2695,24167.5703,-4.99,1553.0859,24315.2812,21881.8613,0.0171,0.0443
6201385,29-Mar,10,58,59,5884.7,7.7,0,-112.058,0,247.1875,68670.5,17167,-3.23,1611.3789,24174.4473,-4.95,1550.6719,24321.2051,21890.2324,0.0159,0.1966
6204495,29-Mar,10,59,2,5884.7,3.43,0,-112.058,0,247.1875,68675.5,17168.75,-3.19,1611.5703,24173.9902,-4.92,1548.2461,24327.1641,21894.6855,0.0147,0.1104
6207605,29-Mar,10,59,5,5884.7,16.28,0,-112.058,5,247.25,68676.75,17169.6875,-3.15,1605.582,24188.2656,-4.88,1543.3555,24339.2051,21902.0137,0.0171,0.1007
6210718,29-Mar,10,59,8,5884.7,16.28,0,-112.058,0,247.25,68683.75,17169.8125,-3.11,1600.7227,24199.8809,-4.85,1539.543,24348.6113,21906.8965,0.0171,0.0903
6213819,29-Mar,10,59,10,5884.7,16.28,0,-112.058,8,247.3125,68683,17171,-3.07,1605.6563,24188.0879,-4.81,1537.7461,24353.0508,21906.2422,0.0159,0.0725
6216929,29-Mar,10,59,15,5884.7,1.72,0,-112.058,1,247.375,68687.75,17171.9375,-3.04,1596.8789,24209.0879,-4.77,1537.3594,24354.0078,21913.6895,0.0147,0.0725
6220042,29-Mar,10,59,18,5884.7,9.21,0,-112.058,0,247.375,68691.5,17173.0625,-3,1595.2813,24212.9199,-4.73,1534.0039,24360.7734,21917.1621,0.0171,0.0508
6223152,29-Mar,10,59,21,5884.7,0,0,-112.058,0,247.4375,68696,17174.3125,-2.96,1595.3242,24212.8164,-4.7,1529.2617,24374.0723,21920.0684,0.0171,0.0709
6226252,29-Mar,10,59,24,5884.7,8.26,0,-112.058,6,247.5,68695.75,17174.9375,-2.92,1592.7422,24220.5762,-4.67,1526.9883,24379.7227,21929.2715,0.0183,0.1604
6229365,29-Mar,10,59,27,5884.7,11.86,0,-112.058,1,247.5,68703.25,17176.5625,-2.88,1587.2344,24232.2695,-4.62,1523.957,24387.2656,21930.1504,0.0159,0.1716
6232475,29-Mar,10,59,31,5884.7,0,0,-112.058,0,247.5625,68706.5,17177.8125,-2.84,1585.8047,24235.7168,-4.58,1523.4141,24388.6172,21936.0449,0.0159,0.0492
6235585,29-Mar,10,59,34,5884.7,0,0,-112.058,6,247.5625,68712.5,17178.75,-2.8,1580.7813,24247.8457,-4.56,1523.7695,24387.7324,21942.6973,0.0171,0.1193
6238689,29-Mar,10,59,37,5884.7,3.01,0,-112.058,0,247.625,68720.75,17180.375,-2.77,1577.7148,24255.2637,-4.52,1518.0938,24401.8887,21945.877,0.0159,0.0693
6241799,29-Mar,10,59,40,5884.7,3.01,0,-112.058,9,247.625,68724.5,17181.3125,-2.72,1578.2422,24253.9883,-4.48,1514.125,24411.8145,21952.4609,0.0171,0.2168
6244909,29-Mar,10,59,43,5884.7,2.51,0,-112.058,0,247.6875,68729.5,17183.0625,-2.69,1576.4805,24258.2539,-4.45,1510.7656,24420.2305,21959.3359,0.0171,0.0637
6248012,29-Mar,10,59,46,5884.7,0,0,-112.058,9,247.6875,68735,17183.75,-2.65,1570.6367,24272.4336,-4.41,1507.4102,24428.6543,21959.9219,0.0171,0.1797
6251122,29-Mar,10,59,49,5884.7,0,0,-112.058,0,247.75,68740.5,17185.0625,-2.61,1569.043,24276.3086,-4.37,1505.9297,24432.375,21962.6074,0.0171,0.0798
6254232,29-Mar,10,59,52,5884.7,14.9,0,-112.058,7,247.75,68745.5,17186.1875,-2.57,1567.6094,24279.7969,-4.33,1507.0859,24429.4687,21970.0859,0.0171,0.1144
6257335,29-Mar,10,59,55,5884.7,0,0,-112.058,0,247.8125,68746.75,17188,-2.53,1562.582,24292.0488,-4.31,1503.5625,24438.3301,21975.7031,0.0171,0.0524
6260445,29-Mar,10,59,58,5884.7,0,0,-112.058,6,247.875,68749.25,17188.125,-2.49,1561.6406,24294.3477,-4.26,1500.5391,24445.9492,21979.416,0.0171,0.2095
6263556,29-Mar,11,0,2,5884.7,12,0,-112.058,0,247.9375,68754.5,17189.625,-2.45,1558.4141,24302.2324,-4.23,1496.0938,24457.1719,21981.9375,0.0171,0.0814
6266659,29-Mar,11,0,4,5884.7,12,0,-112.058,0,247.9375,68758.25,17190.5,-2.41,1555.5078,24309.3437,-4.19,1493.6719,24463.2988,21987.0801,0.0171,0.0653
6269769,29-Mar,11,0,8,5884.7,14.32,0,-112.058,9,247.9375,68762,17190.3125,-2.38,1552.5977,24316.4785,-4.16,1490.6211,24471.0254,21994.541,0.0171,0.0741
6272879,29-Mar,11,0,11,5884.7,14.34,0,-112.058,1,248,68764.75,17191.9375,-2.34,1550.0195,24322.8066,-4.11,1488.0625,24477.5176,21998.4297,0.0171,0.0661
6275982,29-Mar,11,0,14,5884.7,14.52,0,-112.058,9,248.0625,68764.5,17192.3125,-2.3,1548.2578,24327.1348,-4.09,1486.2461,24482.1309,22000.0801,0.0159,0.0967
6279092,29-Mar,11,0,17,5884.7,0,0,-112.058,2,248.0625,68769.25,17192.75,-2.27,1544.5313,24336.3066,-4.06,1482.8789,24490.6973,22004.75,0.0171,0.0596
6282202,29-Mar,11,0,20,5884.7,0,0,-112.058,7,248.125,68771,17193.3125,-2.22,1544.2422,24337.0195,-4.01,1480.6211,24496.4492,22010.7559,0.0171,0.2273
6285305,29-Mar,11,0,23,5884.7,17.16,0,-112.058,5,248.1875,68771.5,17192.875,-2.19,1545.0859,24334.9414,-3.97,1476.1875,24507.7637,22010.623,0.0171,0.0548
6288415,29-Mar,11,0,26,5884.7,11.06,0,-112.058,6,248.1875,68776,17194.1875,-2.15,1539.8945,24347.7422,-3.95,1478.4102,24502.0879,22019.125,0.0159,0.0725
6291525,29-Mar,11,0,30,5884.7,11.06,0,-112.058,0,248.25,68779,17194.9375,-2.11,1535.8477,24357.7461,-3.9,1470.25,24522.9609,22022.1816,0.0171,0.195
6294628,29-Mar,11,0,31,5884.7,11.06,0,-112.058,9,248.25,68783,17195.5,-2.07,1536.8594,24355.2441,-3.87,1469.2188,24525.6055,22027.3027,0.0171,0.0484
6297738,29-Mar,11,0,36,5884.7,6.14,0,-112.058,9,248.3125,68784,17196.6875,-2.03,1529.7031,24372.9766,-3.83,1468.3477,24527.8398,22033.1172,0.0159,0.054
6300848,29-Mar,11,0,39,5884.7,2.01,0,-112.058,8,248.3125,68788.25,17196.875,-2,1530.8789,24370.0586,-3.79,1465.3164,24535.627,22035.8906,0.0195,0.1974
6303951,29-Mar,11,0,42,5884.7,0.36,0,-112.058,8,248.375,68790.75,17197.5,-1.96,1526.6602,24380.5391,-3.77,1461.3125,24545.9316,22037.3965,0.0159,0.1628
6307061,29-Mar,11,0,45,5884.7,0,0,-112.058,0,248.375,68791,17197.9375,-1.92,1523.4297,24388.5781,-3.73,1459.3594,24550.9648,22048.8418,0.0171,0.0484
6310171,29-Mar,11,0,48,5884.7,8.76,0,-112.058,8,248.4375,68798,17199.125,-1.88,1526.7305,24380.3633,-3.69,1456.3203,24558.8105,22048.2988,0.0183,0.1442
6313274,29-Mar,11,0,51,5884.7,8.11,0,-112.058,9,248.4375,68801.75,17201.25,-1.84,1521.8594,24392.4922,-3.66,1456.9922,24557.0742,22053.2168,0.0183,0.0556
6316384,29-Mar,11,0,54,5884.7,0,0,-112.058,0,248.5,68807,17201.875,-1.8,1517.1523,24404.2422,-3.62,1452.0742,24569.793,22058.2168,0.0171,0.1185
6319495,29-Mar,11,0,56,5884.7,9.72,0,-112.058,8,248.5625,68808.25,17202.5,-1.76,1517.5156,24403.334,-3.58,1450.125,24574.8437,22063.1875,0.0183,0.2015
6322599,29-Mar,11,1,1,5884.7,14.06,0,-112.058,0,248.5625,68812.25,17203.3125,-1.72,1512.1563,24416.7441,-3.55,1449.875,24575.4922,22065.7812,0.0171,0.1668
6325709,29-Mar,11,1,4,5884.7,12.59,0,-112.058,9,248.625,68817,17202.875,-1.68,1512.8438,24415.0234,-3.51,1448.3789,24579.373,22056.334,0.0183,0.3167
6328819,29-Mar,11,1,7,5884.7,0,0,-112.058,0,248.625,68792,17195.9375,-1.64,1534.6094,24360.8125,-3.46,1466.3477,24532.9766,22022.9766,0.0171,0.4392
6331922,29-Mar,11,1,10,5884.7,17.19,0,-112.058,0,248.6875,68744,17186.1875,-1.59,1550.9922,24320.418,-3.41,1490.0781,24472.4023,21950.4824,0.0147,0.2273
6335032,29-Mar,11,1,13,5884.7,8.08,0,-112.058,6,248.6875,68704.5,17174.625,-1.54,1580.457,24248.6289,-3.34,1521.9336,24392.3066,21915.6738,0.0134,0.1402
6338142,29-Mar,11,1,16,5884.7,8.78,0,-112.058,0,248.75,68665.5,17159.1875,-1.46,1610.4375,24176.6875,-3.27,1551.6289,24318.8555,21856.8437,0.0134,0.2337
6341245,29-Mar,11,1,19,5884.7,8.77,0,-112.058,6,248.75,68599.5,17143.875,-1.42,1647.9102,24088.2773,-3.22,1590.3008,24224.8867,21766.0879,0.0134,0.0653
6344355,29-Mar,11,1,22,5884.7,2.23,0,-112.058,9,248.8125,68517,17126.125,-1.38,1680.6523,24012.3516,-3.17,1622.457,24148.1504,21727.3613,0.0134,0.822
6347455,29-Mar,11,1,25,5884.7,0,0,-112.058,0,248.875,68475.75,17115,-1.32,1715.0547,23933.8535,-3.1,1659.1602,24062.0527,21672.3105,0.0122,0.6842
6350569,29-Mar,11,1,27,5884.7,0,0,-112.058,7,248.875,68402.5,17093.625,-1.27,1763.5117,23825.4238,-3.05,1703.6289,23959.7812,21613.6172,0.0122,0.2611
6353669,29-Mar,11,1,32,5884.7,9.08,0,-112.058,0,248.9375,68336,17073.8125,-1.24,1809.5,23724.7246,-2.99,1749.5039,23856.5176,21543.1016,0.0122,0.104
6356779,29-Mar,11,1,35,5884.7,0,0,-112.058,0,248.9375,68255,17056.25,-1.18,1846.0391,23646.1855,-2.93,1784.3633,23779.5059,21477.9707,0.0122,0.2434
6359882,29-Mar,11,1,38,5884.7,0,0,-112.058,0,249,68165.5,17035.125,-1.14,1887.3125,23558.9512,-2.88,1841.4414,23655.998,21413.2656,0.0098,0.2643
6362992,29-Mar,11,1,41,5884.7,0,0,-112.058,2,249,68115.5,17018.125,-1.09,1934.0078,23462.1348,-2.83,1876.8984,23580.8281,21346.2168,0.0122,0.6382
6366102,29-Mar,11,1,44,5884.7,10.44,0,-112.058,7,249.0625,68030.25,17003.8125,-1.05,1964.9883,23398.9316,-2.78,1908.4883,23514.8184,21285.2012,0.0122,0.0822
6369205,29-Mar,11,1,47,5884.7,0,0,-112.058,0,249.125,67965.25,16985,-1.01,2006.4375,23315.6191,-2.73,1951.2695,23426.8184,21219.6953,0.0122,0.436
6372315,29-Mar,11,1,50,5884.7,0,0,-112.058,9,249.125,67881.5,16968.6875,-0.96,2053.7891,23222.1309,-2.67,1993.3125,23341.8477,21161.7363,0.0122,0.0959
